,0,1,2,3,4,5,6,7,8
33,0.0335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.0805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.0825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.0845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0895,0.0,0.0,0.0,0.0,1.33911e-05,0.0,0.0,0.0
90,0.0905,0.0,4.01734e-05,1.33911e-05,5.35646e-05,1.33911e-05,2.67823e-05,2.67823e-05,4.01734e-05
91,0.0915,1.33911e-05,4.01734e-05,8.03469e-05,0.000133911,0.000187476,0.000294605,0.000174085,0.000281214
92,0.0925,0.000133911,0.000267823,0.000401734,0.000615993,0.000736513,0.000682948,0.000629384,0.00123199
93,0.0935,0.000147303,0.00069634,0.00127216,0.00159355,0.00183459,0.00194172,0.00215597,0.00249075
94,0.0945,0.000294605,0.00170068,0.00243719,0.00420482,0.00448603,0.00417804,0.00503507,0.00599923
95,0.0955,0.000736513,0.00344152,0.00575819,0.00873103,0.00970858,0.0100835,0.011811,0.0131769
96,0.0965,0.0012052,0.00745887,0.0124136,0.0181986,0.0192565,0.0219481,0.0232738,0.0274385
97,0.0975,0.0022631,0.0116101,0.0219883,0.0334377,0.036839,0.038995,0.0443113,0.0490116
98,0.0985,0.00282553,0.0193636,0.0378568,0.0560286,0.0602602,0.0672369,0.073812,0.0828242
99,0.0995,0.00506185,0.0287776,0.055359,0.0823555,0.092198,0.101344,0.10879,0.119395
100,0.1005,0.00591889,0.0404145,0.0751511,0.112432,0.125904,0.138786,0.150021,0.168956
101,0.1015,0.00723122,0.0494803,0.0942067,0.141116,0.160881,0.177192,0.188815,0.209344
102,0.1025,0.0077133,0.0616394,0.112767,0.168501,0.187851,0.203559,0.217861,0.24159
103,0.1035,0.00869085,0.0686698,0.12277,0.183231,0.206732,0.223163,0.23863,0.265587
104,0.1045,0.00895868,0.0758742,0.135371,0.195725,0.217017,0.236059,0.252343,0.281683
105,0.1055,0.00930685,0.0801862,0.140031,0.203974,0.225587,0.245647,0.26169,0.290695
106,0.1065,0.0100032,0.08415,0.146526,0.213508,0.234733,0.249731,0.259279,0.2902
107,0.1075,0.010512,0.0905241,0.147383,0.210388,0.236568,0.251941,0.264435,0.288191
108,0.1085,0.0104451,0.0945817,0.152498,0.215691,0.237666,0.24937,0.265654,0.288539
109,0.1095,0.0112887,0.0941933,0.151253,0.213468,0.235939,0.249865,0.260605,0.288901
110,0.1105,0.0106326,0.0959074,0.150985,0.212919,0.234854,0.244254,0.257498,0.285673
111,0.1115,0.0110611,0.0984115,0.150061,0.208085,0.227783,0.237947,0.247803,0.276634
112,0.1125,0.0112084,0.0972599,0.14891,0.205755,0.224462,0.232805,0.242741,0.267676
113,0.1135,0.0117708,0.0982107,0.145066,0.201872,0.218838,0.224034,0.235068,0.260069
114,0.1145,0.0109272,0.0960413,0.141852,0.190824,0.216856,0.220552,0.225092,0.254271
115,0.1155,0.0106192,0.0957199,0.141009,0.184771,0.211928,0.213616,0.220766,0.244629
116,0.1165,0.0118779,0.0944477,0.137353,0.184878,0.204027,0.206277,0.213656,0.239219
117,0.1175,0.0112084,0.0938719,0.135237,0.180714,0.198939,0.202407,0.205407,0.22923
118,0.1185,0.0110879,0.0921177,0.132345,0.171058,0.193181,0.19381,0.203331,0.224851
119,0.1195,0.0113825,0.0941531,0.129251,0.167912,0.19156,0.193462,0.198912,0.218918
120,0.1205,0.0110879,0.092265,0.130858,0.164872,0.186298,0.184543,0.194694,0.214379
121,0.1215,0.0115298,0.0912473,0.129077,0.162046,0.18299,0.185949,0.191145,0.208915
122,0.1225,0.0115164,0.0903099,0.127805,0.161551,0.181115,0.182213,0.187356,0.208835
123,0.1235,0.0123868,0.0918766,0.127738,0.159194,0.177995,0.177018,0.185039,0.203425
124,0.1245,0.0128823,0.0918766,0.12893,0.156958,0.180017,0.181517,0.185896,0.202849
125,0.1255,0.0130564,0.0968314,0.129787,0.158431,0.174808,0.180285,0.183472,0.199903
126,0.1265,0.0140741,0.098358,0.132773,0.159622,0.176,0.182789,0.181075,0.201564
127,0.1275,0.0140875,0.0994694,0.132907,0.160252,0.179736,0.184905,0.18907,0.201818
128,0.1285,0.0146231,0.102107,0.137674,0.162287,0.180499,0.18461,0.189846,0.200867
129,0.1295,0.0156275,0.107397,0.140768,0.1668,0.18386,0.189485,0.194935,0.204161
130,0.1305,0.0170201,0.111762,0.147329,0.169652,0.184503,0.195604,0.198162,0.208781
131,0.1315,0.0182655,0.119221,0.153061,0.175598,0.190194,0.198912,0.204617,0.214218
132,0.1325,0.0185869,0.123306,0.157466,0.179321,0.195163,0.207951,0.209183,0.221958
133,0.1335,0.0207295,0.128381,0.164149,0.190904,0.200907,0.213294,0.219347,0.225011
134,0.1345,0.0217874,0.137353,0.174112,0.19835,0.209799,0.221302,0.227837,0.234358
135,0.1355,0.0237157,0.147557,0.181959,0.206036,0.216789,0.231372,0.237532,0.243558
136,0.1365,0.0256708,0.151186,0.192404,0.214325,0.226779,0.242273,0.245286,0.252169
137,0.1375,0.0279607,0.164805,0.202447,0.224208,0.238737,0.249865,0.259226,0.263096
138,0.1385,0.0291257,0.172652,0.214981,0.239809,0.250495,0.262748,0.26643,0.266551
139,0.1395,0.0317236,0.18753,0.223378,0.245205,0.256373,0.27563,0.275925,0.279527
140,0.1405,0.034201,0.193154,0.230154,0.254311,0.263136,0.282218,0.292061,0.287628
141,0.1415,0.0358481,0.203599,0.238791,0.268934,0.269524,0.295583,0.303417,0.298797
142,0.1425,0.0384862,0.21454,0.248647,0.278978,0.285767,0.298207,0.308545,0.309563
143,0.1435,0.0415661,0.221824,0.260913,0.284173,0.290655,0.311599,0.320383,0.314879
144,0.1445,0.0423294,0.233247,0.265747,0.29411,0.302171,0.320303,0.329409,0.320986
145,0.1455,0.0459182,0.239367,0.273594,0.304153,0.3058,0.329409,0.334698,0.326677
146,0.1465,0.0473511,0.247428,0.282272,0.314156,0.309684,0.33044,0.34355,0.334618
147,0.1475,0.049882,0.256695,0.289316,0.319312,0.318977,0.338983,0.341889,0.337577
148,0.1485,0.0523192,0.265734,0.296172,0.32278,0.323543,0.342371,0.346241,0.344715
149,0.1495,0.0551046,0.26939,0.302185,0.328297,0.326717,0.349603,0.352388,0.348089
150,0.1505,0.0568186,0.275831,0.307809,0.332582,0.335154,0.349937,0.356419,0.347259
151,0.1515,0.059296,0.285566,0.311438,0.334163,0.339707,0.351718,0.35757,0.353459
152,0.1525,0.0623626,0.289075,0.314504,0.340818,0.33893,0.361681,0.36049,0.358213
153,0.1535,0.0652015,0.292489,0.322164,0.342237,0.347768,0.357209,0.364319,0.35895
154,0.1545,0.0677458,0.303992,0.32499,0.345157,0.348826,0.362431,0.364694,0.354798
155,0.1555,0.0683618,0.303952,0.3289,0.346,0.35141,0.361735,0.366596,0.358052
156,0.1565,0.0694465,0.312884,0.336131,0.353098,0.355642,0.366864,0.365016,0.364253
157,0.1575,0.0737852,0.317799,0.341327,0.349777,0.357771,0.371095,0.368899,0.366422
158,0.1585,0.0752716,0.320946,0.340831,0.355133,0.357423,0.370801,0.370707,0.363985
159,0.1595,0.0776151,0.324856,0.345974,0.358133,0.358387,0.375193,0.371564,0.367413
160,0.1605,0.0808691,0.332931,0.353834,0.358883,0.363971,0.371591,0.370386,0.372836
161,0.1615,0.0836411,0.336051,0.357329,0.360958,0.366542,0.375287,0.371149,0.373359
162,0.1625,0.0865738,0.343028,0.367948,0.362297,0.372609,0.37905,0.378246,0.371671
163,0.1635,0.090966,0.348786,0.370841,0.369368,0.375474,0.375983,0.376559,0.369542
164,0.1645,0.0941398,0.359927,0.373265,0.373211,0.380416,0.383911,0.379826,0.376827
165,0.1655,0.0955056,0.363945,0.382143,0.371564,0.386669,0.386254,0.382518,0.376264
166,0.1665,0.0979294,0.375166,0.384446,0.383563,0.391825,0.388504,0.386482,0.378193
167,0.1675,0.101478,0.381045,0.394704,0.388544,0.395655,0.391423,0.388196,0.388557
168,0.1685,0.105469,0.397918,0.402926,0.397355,0.40219,0.400489,0.396257,0.38924
169,0.1695,0.109955,0.402297,0.408309,0.399806,0.407667,0.39619,0.398494,0.393325
170,0.1705,0.111829,0.415407,0.417496,0.405283,0.410331,0.402618,0.407372,0.397155
171,0.1715,0.118552,0.423615,0.428423,0.415139,0.421205,0.411229,0.41076,0.401493
172,0.1725,0.122208,0.438453,0.438614,0.421299,0.425705,0.417107,0.419022,0.402123
173,0.1735,0.123681,0.44397,0.454884,0.43323,0.433686,0.424312,0.42545,0.420723
174,0.1745,0.12893,0.46012,0.461593,0.436163,0.442269,0.433846,0.438654,0.428356
175,0.1755,0.134005,0.473431,0.47165,0.454536,0.448911,0.442684,0.443608,0.434382
176,0.1765,0.138813,0.493651,0.487344,0.462249,0.460106,0.452165,0.45787,0.442658
177,0.1775,0.143794,0.502302,0.49953,0.473297,0.471516,0.462276,0.465369,0.453799
178,0.1785,0.150034,0.516671,0.509667,0.483956,0.480555,0.466601,0.478452,0.458258
179,0.1795,0.153851,0.534133,0.523246,0.492151,0.490464,0.483153,0.488643,0.463347
180,0.1805,0.159689,0.546814,0.537119,0.505717,0.499249,0.488643,0.488817,0.47647
181,0.1815,0.163091,0.56358,0.548997,0.513577,0.506319,0.492111,0.502074,0.488402
182,0.1825,0.168635,0.573422,0.560138,0.526674,0.514689,0.504217,0.506748,0.495861
183,0.1835,0.174902,0.582876,0.574962,0.537132,0.522228,0.512318,0.515358,0.50182
184,0.1845,0.17999,0.595625,0.577038,0.542422,0.530611,0.519844,0.526701,0.513617
185,0.1855,0.188293,0.611105,0.59296,0.556723,0.538083,0.527517,0.534588,0.519791
186,0.1865,0.19385,0.616689,0.610984,0.564316,0.547015,0.533115,0.545903,0.528053
187,0.1875,0.197158,0.63079,0.617573,0.567918,0.550711,0.537025,0.548019,0.536543
188,0.1885,0.204269,0.640994,0.62151,0.574239,0.552679,0.550831,0.555344,0.545609
189,0.1895,0.20775,0.635062,0.626639,0.58459,0.562924,0.554487,0.563968,0.556094
190,0.1905,0.217271,0.651774,0.634392,0.588447,0.570543,0.562214,0.568052,0.555679
191,0.1915,0.220713,0.656876,0.638088,0.593321,0.573476,0.567182,0.565722,0.561062
192,0.1925,0.223592,0.659166,0.640124,0.596026,0.575136,0.568909,0.573355,0.566874
193,0.1935,0.228413,0.661282,0.638088,0.598129,0.574319,0.567088,0.572391,0.562669
194,0.1945,0.237733,0.661134,0.635169,0.595544,0.577091,0.568642,0.569191,0.559375
195,0.1955,0.243585,0.658643,0.631379,0.600566,0.576368,0.565816,0.568816,0.555706
196,0.1965,0.245982,0.655001,0.624737,0.592009,0.5699,0.556415,0.562964,0.557996
197,0.1975,0.250789,0.645828,0.62147,0.588916,0.565736,0.555625,0.562495,0.548421
198,0.1985,0.258757,0.637231,0.609873,0.578993,0.559281,0.547751,0.551019,0.545087
199,0.1995,0.259186,0.635517,0.604061,0.57756,0.555023,0.541136,0.549278,0.546171
200,0.2005,0.262212,0.627964,0.59225,0.566285,0.550751,0.530611,0.543747,0.535512
201,0.2015,0.267153,0.621563,0.591741,0.563299,0.543212,0.53203,0.540279,0.534588
202,0.2025,0.273072,0.618805,0.581015,0.561812,0.542636,0.52974,0.537534,0.528307
203,0.2035,0.277304,0.617519,0.580265,0.560687,0.542395,0.529486,0.535793,0.525723
204,0.2045,0.277009,0.609632,0.576355,0.562656,0.5466,0.534494,0.532633,0.531803
205,0.2055,0.278214,0.610101,0.576368,0.566097,0.543346,0.540226,0.532566,0.531562
206,0.2065,0.280759,0.608922,0.57519,0.570516,0.550028,0.540935,0.539891,0.531562
207,0.2075,0.283142,0.612029,0.573221,0.575645,0.553898,0.553483,0.53969,0.532593
208,0.2085,0.282192,0.618122,0.583104,0.584631,0.558612,0.559844,0.543788,0.543346
209,0.2095,0.286959,0.621496,0.587255,0.584858,0.562455,0.558384,0.555558,0.545408
210,0.2105,0.28712,0.630469,0.591661,0.589652,0.569606,0.562736,0.560607,0.552505
211,0.2115,0.290829,0.641516,0.601262,0.594366,0.576449,0.570905,0.563419,0.553135
212,0.2125,0.292034,0.648855,0.602843,0.599321,0.583961,0.580439,0.579529,0.574735
213,0.2135,0.296359,0.657974,0.614252,0.613381,0.601115,0.593763,0.58984,0.582903
214,0.2145,0.301997,0.674887,0.631178,0.626049,0.617506,0.609819,0.605307,0.59758
215,0.2155,0.300591,0.689778,0.652443,0.638195,0.637686,0.635865,0.630535,0.624242
216,0.2165,0.308224,0.71573,0.677016,0.66783,0.653006,0.658081,0.653059,0.648453
217,0.2175,0.309429,0.747895,0.705754,0.691706,0.69176,0.688251,0.687287,0.680109
218,0.2185,0.311706,0.780315,0.739057,0.730045,0.724916,0.724555,0.728277,0.71806
219,0.2195,0.318816,0.813445,0.781025,0.765224,0.760523,0.757149,0.761461,0.756104
220,0.2205,0.322151,0.859256,0.819645,0.80604,0.802786,0.806294,0.805986,0.79917
221,0.2215,0.328793,0.903434,0.863702,0.844151,0.843763,0.847954,0.850512,0.837214
222,0.2225,0.337243,0.942937,0.904612,0.884338,0.883481,0.886186,0.888061,0.873237
223,0.2235,0.345117,0.995431,0.949526,0.919356,0.928408,0.926547,0.9296,0.913812
224,0.2245,0.355495,1.03661,0.988668,0.959891,0.962743,0.965729,0.956985,0.943835
225,0.2255,0.360637,1.07347,1.02353,0.985816,0.988548,0.994145,0.989057,0.974581
226,0.2265,0.372997,1.10261,1.05774,1.01647,1.01944,1.02383,1.00838,1.0001
227,0.2275,0.382706,1.13537,1.07406,1.02681,1.04415,1.03378,1.02259,1.02529
228,0.2285,0.394048,1.15924,1.10655,1.05015,1.06395,1.04991,1.04012,1.03484
229,0.2295,0.407707,1.18109,1.12723,1.06737,1.06634,1.06462,1.04792,1.04162
230,0.2305,0.41775,1.19673,1.13431,1.08046,1.07678,1.06537,1.04768,1.0465
231,0.2315,0.424017,1.19207,1.13637,1.07309,1.07649,1.06354,1.04883,1.04537
232,0.2325,0.436444,1.18139,1.13181,1.06583,1.0601,1.06169,1.03491,1.0404
233,0.2335,0.442765,1.16366,1.10685,1.05331,1.04,1.03626,1.01493,1.01964
234,0.2345,0.450492,1.13486,1.07874,1.03518,1.02083,1.01039,0.981678,0.976857
235,0.2355,0.464231,1.09025,1.03823,0.989257,0.97371,0.952244,0.907692,0.90346
236,0.2365,0.473136,1.02693,0.947999,0.912151,0.87246,0.847459,0.797456,0.791484
237,0.2375,0.479323,0.908147,0.813753,0.789221,0.747467,0.706436,0.644395,0.633736
238,0.2385,0.48018,0.751645,0.664669,0.631982,0.58293,0.5436,0.485483,0.474006
239,0.2395,0.484505,0.587081,0.502904,0.46395,0.426039,0.386509,0.334404,0.327159
240,0.2405,0.485657,0.428557,0.347768,0.31662,0.289543,0.251861,0.220137,0.211687
241,0.2415,0.473966,0.281576,0.228386,0.19839,0.181651,0.15132,0.129961,0.126667
242,0.2425,0.469735,0.180057,0.140165,0.120145,0.109861,0.0905375,0.0803737,0.080146
243,0.2435,0.45554,0.109687,0.088087,0.0750574,0.0683752,0.0607288,0.0588005,0.0569258
244,0.2445,0.434422,0.0730889,0.062858,0.0567115,0.0560152,0.0532298,0.0560955,0.0553054
245,0.2455,0.420361,0.0591487,0.058305,0.0542207,0.0578364,0.0579033,0.0640766,0.0642507
246,0.2465,0.401279,0.0628446,0.0681208,0.0651747,0.0710668,0.073745,0.0832661,0.0845383
247,0.2475,0.391316,0.076758,0.0871362,0.0855962,0.0955994,0.10417,0.112245,0.115284
248,0.2485,0.374965,0.101558,0.115378,0.116771,0.126466,0.136697,0.150262,0.153329
249,0.2495,0.368846,0.136067,0.153637,0.159114,0.167309,0.180298,0.193074,0.194734
250,0.2505,0.358923,0.1777,0.191346,0.200921,0.207898,0.219494,0.228279,0.228908
251,0.2515,0.356472,0.217312,0.226217,0.236407,0.240023,0.248272,0.24949,0.252892
252,0.2525,0.353232,0.242768,0.246772,0.251914,0.252785,0.256655,0.251164,0.249973
253,0.2535,0.350661,0.249879,0.246745,0.249986,0.243089,0.240425,0.231051,0.22935
254,0.2545,0.350821,0.236648,0.224342,0.228413,0.214981,0.206773,0.192511,0.191574
255,0.2555,0.351839,0.205862,0.190315,0.186927,0.175491,0.158471,0.144075,0.140179
256,0.2565,0.355455,0.161578,0.145093,0.135599,0.128796,0.113316,0.098291,0.0968314
257,0.2575,0.353379,0.11574,0.0993087,0.0916892,0.085007,0.0750842,0.0625634,0.0617064
258,0.2585,0.351089,0.0781909,0.0636079,0.0553992,0.0508596,0.0421687,0.0344822,0.0335046
259,0.2595,0.350674,0.0487839,0.0355133,0.0312282,0.0274385,0.021774,0.0191761,0.017529
260,0.2605,0.346416,0.0257913,0.0189083,0.0157748,0.014208,0.01082,0.00934702,0.0071107
261,0.2615,0.336064,0.0128019,0.0095345,0.0080079,0.00615993,0.00500829,0.00407091,0.00354865
262,0.2625,0.332208,0.00586532,0.00455299,0.00289249,0.00255771,0.00188815,0.00160694,0.00167389
263,0.2635,0.329703,0.00269162,0.00170068,0.00116503,0.000910598,0.000709731,0.000629384,0.00058921
264,0.2645,0.320959,0.000964162,0.000629384,0.000495472,0.000428517,0.000241041,0.000160694,9.3738e-05
265,0.2655,0.313661,0.00058921,0.000214258,0.000107129,6.69557e-05,6.69557e-05,4.01734e-05,5.35646e-05
266,0.2665,0.308572,0.000241041,1.33911e-05,1.33911e-05,4.01734e-05,0.0,0.0,1.33911e-05
267,0.2675,0.305425,2.67823e-05,1.33911e-05,0.0,0.0,0.0,0.0,0.0
268,0.2685,0.302961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,0.2695,0.298489,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,0.2705,0.290641,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,0.2715,0.287361,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,0.2725,0.291793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,0.2735,0.285205,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,0.2745,0.284615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,0.2755,0.280745,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,0.2765,0.280183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,0.2775,0.276634,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,0.2785,0.277893,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,0.2795,0.272496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,0.2805,0.277826,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,0.2815,0.269296,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,0.2825,0.268988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,0.2835,0.266778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,0.2845,0.262373,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,0.2855,0.261114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,0.2865,0.258784,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,0.2875,0.258329,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,0.2885,0.253561,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,0.2895,0.248955,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,0.2905,0.248727,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,0.2915,0.247562,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,0.2925,0.243906,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,0.2935,0.247348,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,0.2945,0.242407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,0.2955,0.242353,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,0.2965,0.240545,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,0.2975,0.243357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,0.2985,0.239889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,0.2995,0.242527,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0.3005,0.244455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,0.3015,0.243424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,0.3025,0.241108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,0.3035,0.240639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,0.3045,0.239608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,0.3055,0.236729,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,0.3065,0.239059,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,0.3075,0.235711,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,0.3085,0.231627,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,0.3095,0.230515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,0.3105,0.228881,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,0.3115,0.228225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
